user_id,epoch,budget
68,1,1070007740317612
27,1,212612582425361
6688,1,1037226096762547
12517,1,103681073857630
10393,1,113567170712395
13072,1,28000513046419
443,1,105457914967004
8172,1,1044909684839237
10330,1,113609889048798
155,1,115129818681553
103,1,1068970767161221
185,1,8927766943204376
12649,1,2905192856726089072
150,1,1066989776609472
10104,1,1037479421007491
12817,1,2221333696806054
333,1,104879110428317
12648,1,837405572331484
4952,1,104992309888417
151,1,1066882361063391
10340,1,113607389571668
16,1,1112019745656645
5257,1,499533436803722
10384,1,113568534063557
221,1,108745588956698
12420,1,438168300944945
269,1,32075461220616
10329,1,113609889048798
7795,1,523292477110687
7407,1,1047252170017219
10387,1,113568761288750
12852,1,62463000747178
261,1,1052449429900642
154,1,1066717106377114
246,1,1053779730125175
12555,1,25845441186565911
119,1,1068557630445528
325,1,1054546098732786
7361,1,1046735749122602
109,1,10527418143144692
42,1,1061513649442955
12771,1,63178986937204
12641,1,848248345434858
1361,1,1054308545121262
6348,1,1020447859903030
10357,1,113587620979822
4043,1,1051385602857731
50,1,1060466347868673
1659,1,1054265165766114
8984,1,1085163324223218
13194,1,16149323140068
225,1,1059014172313010
52,1,534256092703401
12859,1,24069404444701
18,1,761477241037771
12891,1,76550786897803
12495,1,939425552904816
10358,1,113587393754628
164,1,38293185199186878
12757,1,589960850193402828
10395,1,113566943487201
12815,1,25662748950773487
7962,1,523225342394386
8608,1,1176367825373482
12877,1,20169296072865
13152,1,24286413972335
7087,1,795850215783462
12781,1,58891017144222
6341,1,1020466451055236
12929,1,34094433182699
49,1,1070253556663450
12491,1,114656674217988
20,1,1053493632949557
12807,1,420399931967337
10356,1,113588075430209
134,1,1062591936270915
222,1,110428295860844
12616,1,878233808259886
4440,1,97121647629394043
7334,1,110941184102741
10362,1,113586484853854
12809,1,528931827707961
3802,1,3376911048380002
8926,1,1055179692667419
5338,1,628448984131753
12474,1,948091095516485
12832,1,77911975146107
10397,1,113566716262008
12827,1,40618999395932734
10341,1,113606707896087
10344,1,113607389571668
255,1,1055469459292361
37,1,1061129432297360
6469,1,1047954502433898
10360,1,113587620979822
219,1,112983350470524
62,1,1054252771664644
10353,1,113588075430209
190,1,1060177152167687
6896,1,1034157924032928
203,1,116647686318198
22,1,1058931544969871
28,1,1070555146465906
1933,1,1054199063891603
10367,1,113587848205015
12728,1,109280502958692361
3169,1,263356108137419
467,1,1052267649745737
12888,1,148954549299980
8327,1,3763953116326463
11875,1,1016735826512525
12588,2,253070833879709
12859,2,101498997545337
12759,2,4833285597397044
769,1,107888037287223
12436,1,122958206361469
216,2,99407647450460
1424,1,98673518952021
4945,2,96665711947940
1269,2,96665711947940
1097,2,96665711947940
10371,1,113587620979822
108,2,96665711947940
91,1,1246005342144747
12783,2,500349612336309
3161,1,1053393447296001
349,2,97632369067420
13341,2,2397521078618811
12007,1,1008512340186647
26,1,1070532423946543
12624,1,873389780268381
94,1,1038925399512418
10339,1,113607616796861
7841,2,117932168576487
1303,2,117799736551119
4930,1,89579338046524
12770,1,41117603769685
12493,2,106211451002800
6686,2,961823833882011
48,1,713780607210966
13553,2,725578583982864
12743,1,583657715599154219
13381,2,1038998753631562
12747,1,596340116330420755
5239,1,104941907209103
3802,2,4833882012586756
44,2,869024750411988
217,1,108989510897217
13060,1,28469423218731
6,2,45824774820818076
4647,1,961536629928728
13544,2,2872557843496355
12774,1,61560511854480
13304,2,144998567921911
10398,1,113566716262008
9553,1,207258743726690
13344,2,462130062265162
12088,1,585602734175674
11605,1,1022573448305273
12839,1,122923829078912439
13479,2,1869211103735173
6893,1,1034151788952700
2612,2,214740675278449
13301,2,120724102672220
4680,2,869991407531467
277,2,579994271687645
10328,1,113610343499185
156,1,1066512603702846
12866,1,107384143058621
13332,2,920838468887310
777,2,96665711947940
2995,2,241664279869852
12795,1,513337001174414
4570,1,209896621656392
12638,1,298428333988452668
6678,1,1039317227841298
142,2,100532340425858
1187,1,106343900683243
5031,1,115511309469105
143,1,111350267906865
450,2,104243981386272
137,2,107298940262214
13548,2,5945955782590740
5048,1,106873449771632
8237,1,1111719299643900
13272,2,17969189815567
662,2,433027931976495
3426,2,144998567921911
12716,1,773980229960223
3080,1,106359148096226
12744,2,777205857261127070
10382,1,113568988513944
1234,1,1002379325642179
12734,1,707198823023955539
12629,1,26176849543277651
12636,1,427156596210619
12650,1,1363155783066223
12729,1,703179519086273
149,2,1583749712221472
215,1,111529132788848
201,1,113301177644827
13,2,14499856792191132323
5201,1,104942940050892
6273,1,981827831112995
133,1,116650389364779
3929,1,1032837830006675
10379,1,113569215739138
13501,2,1090845917219461
12877,2,97632369067420
12942,1,404497257734945
11956,1,1014267334636257
282,1,130177485571714
11519,1,499376502690899
10337,2,107298940262214
2503,1,526916718949107
10369,1,113587848205015
4636,1,240412673354706
12517,2,108265597381693
12681,1,757217813120823
5250,2,96665711947940
12739,1,605001200347537613
13091,1,27250669907435
13159,2,1853451869569919
12503,1,934498897570172
7071,1,1046388714281419
97,1,1038904742676633
6340,1,1020466451055236
11696,1,1020319787521165
12732,2,987232554596161835
1344,2,97632369067420
130,2,96665711947940882
461,2,96665711947940
11677,1,1020716398768231
144,1,107109813377274
12675,1,111566322227984
12394,1,3691446615822022543
10932,2,96665711947940
13499,2,4268384986726578
10392,1,113566943487201
12771,2,100550020279009
12463,2,193331423895881
177,1,107338476286676
6670,2,96665711947940
4972,1,115503356587328
4557,1,1032868815260353
8211,2,1933314238958817
12817,2,4833285597397044
12555,2,97226884098731032
12391,1,9618225309760131
4519,1,106164075267494
39,1,1069493385106574
12731,2,1735007628679714350
210,1,110395272755904
226,1,1058952201805656
81,1,5123490247119057
12921,1,104414279981073
12775,1,63927777661230
12738,1,1754519762975428
232,1,529121836169121
11942,1,1193166285858576
8841,1,1044618423454673
12832,2,193331771423424
12502,1,936833120013840
212,2,103911716123487
9638,1,117351656233012
434,1,64229566888222
10396,1,113566943487201
14,1,3734972469408543191
2040,1,102643007954627
75,2,579994271687645
763,1,1054463471389647
12622,2,2475736576798105
9856,1,1045669458363093
70,1,1069970558013199
10338,1,113607844022055
10168,2,97632369067420
12773,1,2503410602485731
7795,2,483328559739704
206,2,103103209783202
12820,2,101436164832571
10333,1,113609889048798
8020,1,261195403114343
12420,2,472249723947834
53,2,523623123279188
60,2,483328559739704
238,1,1056727460591647
30,1,1219195650562351
183,1,226810473224940
185,2,9986922909401491
52,2,483328559739704
10363,1,113588075430209
3213,1,161537316537615
167,1,1064769166762619
13500,2,1836694675350506
3279,1,176626953943245
10,1,111031050380806
243,1,33321713944550
233,1,724428906842240
10361,1,113588075430209
12761,1,1253172003764687195
79,2,2555918775798117
12649,2,3363966775788342699
12826,1,232022946419912
10365,1,113586484853854
10471,1,1030999371621840
13229,2,130541416461215
12998,2,144998567921911
1183,1,1016994036959833
1404,2,130498711129720
4983,1,115523125179174
25,1,1062135420200074
253,1,1055707012903884
2192,1,103779133922783
4792,1,848742026596082
162,1,213107933347477624
10364,1,113587620979822
658,1,106841423413431
333,2,96665711947940
12965,1,14866109900088
37,2,241664279869852
140,1,111344194797144
10479,1,433084552808405
12662,2,97632369067420
13283,2,98599026186899
195,1,3181702699092053
273,1,1055324861441868
1565,1,114167954124356
4936,2,96665711947940
1202,1,426785177696195
66,1,2123795733177101
16,2,107298940262214
13352,2,963948217050065
13206,1,17919977183500
10345,1,113606935121280
13460,2,2118972159271364
4952,2,96665711947940
10390,1,113567397937588
219,2,103080564678783
12720,2,386662847791763528
6687,2,958923862523573
2879,1,54408725060500
13051,1,28868100149375
12733,2,1042718396597012307
11955,1,1014271466003413
12875,2,193331423895881
8134,1,17758641271111317
10336,1,113609434598410
10366,1,113588075430209
12999,2,483328559739704
12913,1,81779688160855835
148,2,8945629319577255
10372,1,113587848205015
6470,2,956990548284614
157,1,503321448274067
13275,2,97632369067420
182,1,1061509518075798
178,1,1168785234591854
10335,1,113609434598410
12997,1,17669943400356
7823,1,209360783336138
12377,1,979041232572658
12418,2,1159988543375290
9910,2,97632369067420
12828,2,98600460023688
408,2,841176795856924
12691,2,6367866205860722
13311,2,172136429531204
12985,1,39832748583878
155,2,104398968903776
31,1,30020567230356
122,1,1068491528571017
6895,2,965690462359929
12741,2,1063311231541915950
13562,2,58154386621944
1546,1,93968996040286
221,2,99226809931864
12,1,1066642741768289
72,1,1069912718873002
1223,1,104744221290643
13414,2,18703027642407770
12118,1,1005089502497127
218,2,99930698866687
13637,2,380680776440872
12803,1,129723035184451
112,2,948521980518372
11194,2,505429821456633
24,2,483328559739704
6678,2,961823833882011
1187,2,105848954582995
4480,2,97632369067420
3909,2,207212864170262
7747,2,96762377659888
13624,2,146034883638519
36,2,442180357682952
12781,2,99773100041225
13564,2,62989601349773
443,2,96665711947940
13447,2,219395018794100
81,2,4630728941252818
658,2,98599026186899
12775,2,104398968903776
5338,2,578576870055958
434,2,104882297463515
996,2,108144765241758
4792,2,869991407531467
7823,2,193331423895881
390,2,115998854337529
13550,2,273846298621440610
13123,2,203825910214440
7962,2,483328559739704
13303,2,145578562193598
9647,2,483328559739704
13438,2,447471311431762
1223,2,96665711947940
5239,2,96665711947940
13274,2,99565683306379
9501,2,96665711947940
1202,2,318996849428204
5257,2,470762017186472
143,2,101498997545337
12848,2,144998567921911323
13073,2,103442128464940
165,2,483328559739704410
3959,2,140165282324514
7334,2,108369918913638
157,2,483328559739704
6896,2,956990548284614
13282,2,96889645699427
12863,2,48332855973970441
12525,2,1196624848203560
12805,2,145808626588035
12739,2,834321759822677753
14,2,3384087314476223142
12997,2,483328559739704
4440,2,89293935044156942
12953,2,819367340476077
12774,2,100532340425858
13401,2,49665417502918366
209,2,121933401123761095
4996,2,97632369067420
12808,2,2583981243785107
12762,2,96666678605060351898
12491,2,117802324949554
1659,2,5752183596341688
12675,2,138231968085555
12088,2,1181418465347705
13410,2,262681111220338
13074,2,97729034779368
3279,2,162156324056160
7133,2,483328559739704
13280,2,104147659577662
13268,2,101315922603403
13616,2,82525574496424812
13620,2,185047025692719
12681,2,931495762844113
171,2,9666571194794088
215,2,101731394204024
5175,2,144998567921911323
138,2,98599026186899
204,2,105541025687862
6967,2,97632369067420
12839,2,338329991817793087
366,2,418422077455123
12747,2,867189133954063758
9553,2,193331423895881
6688,2,959890519643052
13353,2,943083478917380
217,2,99429799230552
4591,2,108724179519174
13346,2,100063107402891
13320,2,270601243529857
109,2,9520955466611713
12716,2,989297323375897
6893,2,956990548284614
159,2,6253939416424262
12891,2,2024584676884417
13351,2,185262101201873
12391,2,14238645670087565
13554,2,727077849434464
7088,2,3122302495918490
12638,2,338329991817793087
13638,2,39054034180098
144,2,97632369067420
13067,2,152297175980884
13008,2,121334801637055
201,2,103299844473078
10167,2,97632369067420
8134,2,16433171031149949
8193,2,1027374924573340
12852,2,193331423895881
8329,2,376401558294187
27,2,193331423895881
2040,2,96665711947940
3169,2,241664279869852
58,2,351740589906233907
13374,2,99697828541884
152,2,1449985679219113
13330,2,643793641573286
178,2,1063322831427349
12728,2,146562927048201282
1438,2,133438514967419
11942,2,1136857468595307
5201,2,96665711947940
12816,2,89162613700478034
164,2,34750407117467857
13194,2,768630176107073
272,2,483328559739704
12394,2,3673297054021753521
13458,2,2112684754109677
31,2,496633151518898
12873,2,98619609232578
203,2,106354057939238
12934,2,1098122487728608
13559,2,749359228677650
141,2,101498997545337
13611,2,74941894351777
12738,2,2416642798698522
12636,2,483328559739704
4930,2,97632369067420
222,2,100764582955492
11643,2,1446013298452324
1584,2,96665711947940
208,2,102290275037082
12815,2,62178125466509021
12475,2,96665711947940
140,2,101498997545337
85,2,129242056874396
8327,2,3652668591092062
183,2,327412783112092
110,2,99780636354000
332,2,289997135843822
4550,2,142195262275421
9589,2,96665711947940
2503,2,483328559739704
12757,2,1329265793833941
13345,2,96452701791790
1424,2,101498997545337
11519,2,470762017186472
12927,2,1890589077681296
13556,2,1082793348178088
12436,2,126520917083062
12629,2,39381431377879396
12826,2,549055606706646
13281,2,483328559739704
30,2,1106476531886573
12734,2,966648539795304055
269,2,241664279869852
12965,2,748246538084670
13702,2,105213142311278309
12866,2,96665711947940
13284,2,265136790896928
162,2,217812634773571409
13650,2,92241051508859
3080,2,97632369067420
91,2,1163493657161689
12827,2,96665711947940882
77,2,77332569558352705
2192,2,96665711947940
153,2,483328559739704
12929,2,387760556738926
13557,2,472391655644174
475,2,483328559739704
2056,2,3520727638417992
7807,2,193331423895881
12743,2,805080381958425637
13004,2,122591455892378
13298,2,487671118072233
13309,2,146323178172733
1546,2,96665711947940
12844,2,96665711947940
200,2,100219274152073
4570,2,193331423895881
769,2,99565683306379
12761,2,1914918151958769973
233,2,661821761426652
66,2,1933314238958817
7072,2,956990548284614
1948,2,96665711947940
2879,2,106178584660737
9856,2,971296316340022
8878,2,967623776598888
10,2,100229310944395
6273,2,918324263505438
210,2,100665551700268
8608,2,1546651391167054
12452,2,109976580483172
12857,2,111040273573276
12942,2,8332063100328617
13340,2,1875400881046837
8237,2,1550053522148312
13558,2,581339065303864
220,2,98716362809851
13549,2,228637293385400
13630,2,11713483428842219
245,2,483328559739704
2092,2,1246221874679796
13273,2,100484222176944
160,2,296559406028075
4519,2,97632369067420
13649,2,25743751320017
13066,2,96018153614468
13233,2,72499283960955661
3213,2,193331423895881
8020,2,241664279869852
5048,2,98599026186899
10479,2,407135968747236
4636,2,242377672824028
12650,2,2609007565474924
12661,2,185160364312832
8984,2,1004440267772869
13318,2,243036932979512
12333,2,237614871830253
8926,2,3863295440967173
205,2,104728020334020
1015,2,105365626023255
10159,2,97632369067420
12742,2,386651247906329775
177,2,97632369067420
12913,2,755925867432897698
12807,2,906641115820424
4384,2,483328559739704
2503,3,789647451382709
475,3,789647451382709
14153,3,3046419450808250
10479,3,665166321354206
13734,3,3529496034026904
13750,3,3952583554109849
13824,3,10132627528775860725
13004,3,200286179568710
14164,3,63714628161884
14162,3,1094894102307604
3959,3,228997760900985
13381,3,1720396303840617
12744,3,1269775211952050829
13,3,23689423541481274644
13751,3,579287403289883
12661,3,302509352758843
7072,3,1563501953737764
10167,3,159508785179307
12876,3,7022470147942362
144,3,159508785179307
6670,3,157929490276541
12088,3,1930165435869754
1187,3,172932791852813
277,3,947576941659250
5239,3,157929490276541
85,3,211151728499736
210,3,164464306402586
12859,3,165825964790368
13499,3,8542114664982676
12828,3,161090422640862
12891,3,4966547826750876
9910,3,159508785179307
159,3,16437688279394632
12807,3,1481242587468728
12636,3,789647451382709
9856,3,1586874281024006
13447,3,382759030655674
434,3,171353496950047
13351,3,303453361744730
13781,3,3269603237854659
13344,3,763461454544820
12716,3,1616283776990594
12734,3,1579280885539350299
142,3,164246669887603
8193,3,1678493799829966
3169,3,394823725691354
2612,3,350836762125439
12732,3,1612910420767880824
245,3,789647451382709
77,3,126663403501015948
13273,3,164168055760931
14133,3,144404137389496
4550,3,232314280196793
1404,3,213204811873331
4570,3,315858980553083
13345,3,157929490276541
206,3,168446877789569
13301,3,197235354862792
12934,3,1794079009541515
13553,3,1773769046957800
137,3,175301734206961
6967,3,159508785179307
13073,3,169000592789163
11643,3,2362452399674703
13898,3,5255141362197429
13883,3,5773798381113338
13853,3,1326832142302832
6686,3,1571398428251591
4158,3,633700909359400
12394,3,6001320630508589576
14183,3,485388752922434
4680,3,1421365412488876
12875,3,315858980553083
203,3,173758014302231
201,3,168768133545276
13123,3,333004552044831
13159,3,3028113103547220
181,3,149774938340782
12820,3,165723310621689
8984,3,1641023857435951
8211,3,3158589805530836
130,3,157929490276541830
4636,3,395989245329595
143,3,165825964790368
366,3,683605221348054
12817,3,7896474513827091
27,3,315858980553083
13341,3,3921928942788830
14174,3,161676747350987
13229,3,213274582540708
115,3,7916471182246502
13736,3,8651887965741206983
13330,3,1051810405241768
138,3,161088080082072
2056,3,5910652019255998
1546,3,157929490276541
12743,3,1315315759768178639
208,3,167118729809321
4440,3,145935831483707701
13864,3,6378890112570258
152,3,2368942354148127
205,3,171101443683884
1015,3,172143144401430
1269,3,157929490276541
662,3,707467820744786
204,3,172429707020872
13549,3,535515960926890
4996,3,159508785179307
13067,3,248818478533227
10337,3,175301734206961
12629,3,64352291249490129
13637,3,2280156456152499
12675,3,225839171095454
461,3,157929490276541
79,3,4175782098076585
13458,3,3776665778172770
13616,3,328452498079797310
12638,3,394823725691354577
12883,3,6226931721848925
14132,3,614096938807119187
6470,3,1563501953737764
12965,3,1363235460250537
5201,3,157929490276541
13303,3,237841812356471
14168,3,37998044552119021
1183,3,41064307754017
272,3,789647451382709
13562,3,319586246628716
13554,3,1777565539551699
13484,3,299237956238648
2192,3,157929490276541
9589,3,157929490276541
91,3,1900880431258741
12452,3,179676381087621
12333,3,388207926410220
13194,3,1255764525782757
12849,3,282133232132690
13479,3,3470477594729204
12733,3,1703561496192414663
36,3,1678541797980176
13557,3,1173739372059884
12517,3,176881029109726
12998,3,236894235414812
13008,3,198233096195115
153,3,789647451382709
14,3,5581698278050909333
8608,3,2526871844424669
13275,3,159508785179307
1303,3,192457614735702
12728,3,239450037616502238
12491,3,192461843582077
11194,3,825755818321576
164,3,56774154685992716
349,3,159508785179307
14182,3,9692178262880770
269,3,394823725691354
1424,3,165825964790368
157,3,789647451382709
3279,3,264926053791430
110,3,163018558714416
5048,3,161088080082072
12555,3,163399650277301016
14136,3,1379019541860559
14211,3,404051207039707
12525,3,1955009160133311
13374,3,165825964790368
7334,3,177051466445084
66,3,3158589805530836
12832,3,315859548332977
58,3,574663041879607803
233,3,1081264197302182
12650,3,4262516942563864
2092,3,2036039268460061
14142,3,372176066739146
12742,3,631699009567334138
12827,3,157929490276541830
8327,3,5967618477283575
12738,3,3948237256913545
7133,3,789647451382709
13274,3,162667374984838
13544,3,6475883160747572
12420,3,771547187553794
1584,3,157929490276541
13460,3,3791676217737206
14180,3,1324955427743616
11519,3,769116617646758
12747,3,1416787143433834456
12771,3,164275554692153
171,3,20219131770851721
7962,3,789647451382709
2879,3,173471331414656
12844,3,157929490276541
98,3,1718302651800592
3426,3,236894235414812
13353,3,1590506213187111
12463,3,315858980553083
5338,3,945261234127608
777,3,157929490276541
6273,3,1500330157627147
14205,3,234867623799567
155,3,170563849498665
13309,3,239058343220072
13606,3,1444856055397921
12999,3,789647451382709
12622,3,4044782868234427
12720,3,1559286763649035397
14014,3,21330690981605731
13550,3,647643381353925894
332,3,473788470829625
218,3,163263726268254
24,3,789647451382709
13320,3,442100053862781
3802,3,7897448918763509
13318,3,397066324453281
12775,3,170563849498665
13761,3,3367318780695909
450,3,170310635622251
12826,3,897030294954602
1438,3,218007773670694
12863,3,78964745138270915
216,3,162409180826147
12731,3,2834602517290368208
8926,3,6755205582397923
6687,3,1566660543543294
1948,3,157929490276541
13564,3,164629512655752
13500,3,3542477351232710
37,3,394823725691354
12761,3,3128534839975262156
177,3,159508785179307
2040,3,157929490276541
1659,3,9477737112441240
1202,3,521167317912588
8329,3,614953379464178
13880,3,54392017003285100
200,3,163735191763196
12808,3,4221629701904031
109,3,15555046494639426
13074,3,159666714669583
14217,3,2441115989035470
13630,3,63554509013346230
13281,3,789647451382709
52,3,789647451382709
13414,3,31585898055308366
13620,3,789647451382709
13798,3,291447703881019973
13283,3,161088080082072
12816,3,145671157328507684
12852,3,315858980553083
6893,3,1563501953737764
30,3,228432689184776
333,3,157929490276541
12848,3,244127113145666216
13820,3,1408767814117756
162,3,375872186858169557
6678,3,1571398428251591
13767,3,721315927578924
219,3,168409880909019
14179,3,59806052976307
140,3,165825964790368
217,3,162445371728465
7841,3,192673978137381
8878,3,1580874197668183
222,3,164626100645279
14185,3,8955187736504986
185,3,16316329882950734
12739,3,1363089430576832543
13611,3,287611543255571
14208,3,211752781772142
13401,3,148306998482795402
13638,3,263930735500971
12873,3,161121708033979
11942,3,1857363039223559
13806,3,1082441542515475
2995,3,394823725691354
4591,3,177630246611598
14202,3,4364211029722755
8134,3,26848013347012111
12927,3,3257105279549699
13559,3,1862175788533016
13716,3,6298511801006672
3213,3,315858980553083
1223,3,157929490276541
13865,3,6380059960646380
13650,3,895776068848545
215,3,166205647359386
1344,3,159508785179307
12857,3,181414210397990
12681,3,1521849351297960
13548,3,13715588212257397
209,3,199211069769304086
6896,3,1563501953737764
390,3,189515388331850
12741,3,1737205441503126955
5257,3,769116617646758
141,3,165825964790368
75,3,947576941659250
769,3,162667374984838
12997,3,789647451382709
12839,3,552753215967896408
658,3,161088080082072
13904,3,45886959512199571
4792,3,1421365412488876
13649,3,248808120302294
12588,3,413459405543986
13861,3,6394719619350291
12877,3,159508785179307
1097,3,157929490276541
14117,3,3786713936479540
44,3,1419786117586111
996,3,176683617246881
60,3,789647451382709
221,3,162113734006802
13869,3,6260308949770796
4384,3,789647451382709
4480,3,159508785179307
5175,3,236894235414812746
12757,3,1159027184517022
13908,3,4119298771596130
212,3,169767790775503
9501,3,157929490276541
5250,3,157929490276541
8237,3,3847409785433339
14209,3,80466544247318
13884,3,4036119758025571
148,3,14988654085209461
160,3,484509707598813
13556,3,2689795321521541
13298,3,796742190666498
13268,3,165526862537052
13702,3,4328078898064872114
3909,3,386453462706697
3080,3,159508785179307
12436,3,206706013348451
4930,3,159508785179307
10168,3,159508785179307
31,3,1707580238069601
7088,3,5101122535932301
12866,3,669680229799488
12762,3,149244947606234779887
12418,3,1895153883318501
13872,3,6213722187322708
12391,3,315858980553083
13332,3,1593558838269884
13558,3,1444546681873799
12815,3,7896212408572810
13867,3,6336056612699730
10,3,163751589568203
9553,3,315858980553083
13624,3,647089397287643
13066,3,157929490276541
10159,3,159508785179307
13272,3,159508785179307
12774,3,164246669887603
12649,3,5495946261623655717
6,3,78964745138270915
4519,3,159508785179307
12475,3,157929490276541
7747,3,158087419766818
9647,3,789647451382709
178,3,1737224393041960
8020,3,394823725691354
6688,3,1568239838446060
165,3,789647451382709154
6895,3,1577715607862652
10932,3,157929490276541
108,3,157929490276541
12781,3,163006246116587
220,3,161279781075942
12805,3,238217684543330
13799,3,15804499603226782
16,3,733568321687808
14163,3,5369276508447248
13501,3,2104312715338171
149,3,2759347110153253
443,3,157929490276541
13233,3,118447117707406373
13818,3,707532862214668
12493,3,173525027441350
4550,4,203535865154726
13864,4,6918282296217746
14185,4,28760318497456703
432,4,259959190467343
14261,4,195186043453437
12333,4,340117861437074
14224,4,288269937766276
5239,4,138365645924354
3426,4,207548468886532
13818,4,684438343738184
