day,net_flows,lock_tx_number,unlock_tx_number
2023-09-23 00:00:00.000 UTC,19182.386877580084,3,0
2023-09-22 00:00:00.000 UTC,100669.99565169406,3,0
2023-09-21 00:00:00.000 UTC,1955.890939262371,4,1
2023-09-19 00:00:00.000 UTC,120362.28675880685,7,0
2023-09-16 00:00:00.000 UTC,109.841,1,0
2023-09-15 00:00:00.000 UTC,1000,1,0
2023-09-12 00:00:00.000 UTC,517.6081593499999,1,0
2023-09-11 00:00:00.000 UTC,503.214571155239,2,0
2023-09-10 00:00:00.000 UTC,-999,0,1
2023-09-09 00:00:00.000 UTC,428.3396665018231,4,0
2023-09-08 00:00:00.000 UTC,104.01828968389601,1,0
2023-09-07 00:00:00.000 UTC,1.0198196937721832e+08,3,1
2023-09-06 00:00:00.000 UTC,923829.9411629977,3,0
2023-09-04 00:00:00.000 UTC,897101.06766822,2,1
2023-09-02 00:00:00.000 UTC,4.4203724152179705e+06,8,0
2023-09-01 00:00:00.000 UTC,4.630500232320519e+06,8,1
2023-08-31 00:00:00.000 UTC,398991.99999999994,1,1
2023-08-30 00:00:00.000 UTC,2208,3,1
2023-08-29 00:00:00.000 UTC,2023.4211318990565,3,1
2023-08-28 00:00:00.000 UTC,-857,1,1
2023-08-27 00:00:00.000 UTC,5193.625823545135,3,0
2023-08-26 00:00:00.000 UTC,301,2,0
2023-08-25 00:00:00.000 UTC,191.54709625740932,2,0
2023-08-24 00:00:00.000 UTC,3.4825999999999995e+06,3,0
2023-08-23 00:00:00.000 UTC,351500,3,0
2023-08-22 00:00:00.000 UTC,21088.626015591017,3,1
2023-08-21 00:00:00.000 UTC,5862.1320983508695,6,0
2023-08-20 00:00:00.000 UTC,750.3390221945122,2,0
2023-08-19 00:00:00.000 UTC,13061.8395,5,0
2023-08-18 00:00:00.000 UTC,1849.9,3,0
2023-08-17 00:00:00.000 UTC,6493.60367768,13,0
2023-08-16 00:00:00.000 UTC,2360.493,9,3
2023-08-15 00:00:00.000 UTC,3.8021095e+06,5,1
2023-08-14 00:00:00.000 UTC,-142.08116428064818,3,3
2023-08-13 00:00:00.000 UTC,8878.76,8,1
2023-08-12 00:00:00.000 UTC,24014.80700263,28,0
2023-08-11 00:00:00.000 UTC,27992.179299818843,93,1
2023-08-10 00:00:00.000 UTC,219818.20533700447,92,0
2023-08-09 00:00:00.000 UTC,1.047485396522314e+06,130,3
2023-08-08 00:00:00.000 UTC,1.9003338013770755e+07,52,5
2023-08-01 00:00:00.000 UTC,800,2,0
